,level_0,index,Team1,Team2,Winner,Margin,Ground,Match_Date,Scorecard
1117,1117,108,Sri Lanka,England,England,7 wickets,Pallekele,"Oct 17, 2018",ODI # 4054
1118,1118,109,Sri Lanka,England,England,18 runs,Pallekele,"Oct 20, 2018",ODI # 4055
1119,1119,110,India,West Indies,India,8 wickets,Guwahati,"Oct 21, 2018",ODI # 4056
1120,1120,111,Bangladesh,Zimbabwe,Bangladesh,28 runs,Dhaka,"Oct 21, 2018",ODI # 4057
1121,1121,112,Sri Lanka,England,Sri Lanka,219 runs,Colombo (RPS),"Oct 23, 2018",ODI # 4058
1122,1122,113,India,West Indies,tied,,Visakhapatnam,"Oct 24, 2018",ODI # 4059
1123,1123,114,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram,"Oct 24, 2018",ODI # 4060
1124,1124,115,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram,"Oct 26, 2018",ODI # 4061
1125,1125,116,India,West Indies,West Indies,43 runs,Pune,"Oct 27, 2018",ODI # 4062
1126,1126,117,India,West Indies,India,224 runs,Mumbai (BS),"Oct 29, 2018",ODI # 4063
1127,1127,118,India,West Indies,India,9 wickets,Thiruvananthapuram,"Nov 1, 2018",ODI # 4064
1128,1128,119,Australia,South Africa,South Africa,6 wickets,Perth,"Nov 4, 2018",ODI # 4065
1129,1129,120,New Zealand,Pakistan,New Zealand,47 runs,Abu Dhabi,"Nov 7, 2018",ODI # 4066
1130,1130,121,Australia,South Africa,Australia,7 runs,Adelaide,"Nov 9, 2018",ODI # 4067
1131,1131,122,New Zealand,Pakistan,Pakistan,6 wickets,Abu Dhabi,"Nov 9, 2018",ODI # 4068
1132,1132,123,Australia,South Africa,South Africa,40 runs,Hobart,"Nov 11, 2018",ODI # 4069
1133,1133,124,New Zealand,Pakistan,no result,,Dubai (DSC),"Nov 11, 2018",ODI # 4070
1134,1134,125,Bangladesh,West Indies,Bangladesh,5 wickets,Dhaka,"Dec 9, 2018",ODI # 4071
1135,1135,126,Bangladesh,West Indies,West Indies,4 wickets,Dhaka,"Dec 11, 2018",ODI # 4072
1136,1136,127,Bangladesh,West Indies,Bangladesh,8 wickets,Sylhet,"Dec 14, 2018",ODI # 4073
1137,1137,0,New Zealand,Sri Lanka,New Zealand,45 runs,Mount Maunganui,"Jan 3, 2019",ODI # 4074
1138,1138,1,New Zealand,Sri Lanka,New Zealand,21 runs,Mount Maunganui,"Jan 5, 2019",ODI # 4075
1139,1139,2,New Zealand,Sri Lanka,New Zealand,115 runs,Nelson,"Jan 8, 2019",ODI # 4076
1140,1140,3,Australia,India,Australia,34 runs,Sydney,"Jan 12, 2019",ODI # 4077
1141,1141,4,Australia,India,India,6 wickets,Adelaide,"Jan 15, 2019",ODI # 4078
1142,1142,5,Australia,India,India,7 wickets,Melbourne,"Jan 18, 2019",ODI # 4079
1143,1143,6,South Africa,Pakistan,Pakistan,5 wickets,Port Elizabeth,"Jan 19, 2019",ODI # 4080
1144,1144,7,South Africa,Pakistan,South Africa,5 wickets,Durban,"Jan 22, 2019",ODI # 4081
1145,1145,8,New Zealand,India,India,8 wickets,Napier,"Jan 23, 2019",ODI # 4082
1146,1146,9,U.A.E.,Nepal,U.A.E.,3 wickets,ICCA Dubai,"Jan 25, 2019",ODI # 4083
1147,1147,10,South Africa,Pakistan,South Africa,13 runs,Centurion,"Jan 25, 2019",ODI # 4084
1148,1148,11,New Zealand,India,India,90 runs,Mount Maunganui,"Jan 26, 2019",ODI # 4085
1149,1149,12,U.A.E.,Nepal,Nepal,145 runs,ICCA Dubai,"Jan 26, 2019",ODI # 4086
1150,1150,13,South Africa,Pakistan,Pakistan,8 wickets,Johannesburg,"Jan 27, 2019",ODI # 4087
1151,1151,14,New Zealand,India,India,7 wickets,Mount Maunganui,"Jan 28, 2019",ODI # 4088
1152,1152,15,U.A.E.,Nepal,Nepal,4 wickets,ICCA Dubai,"Jan 28, 2019",ODI # 4089
1153,1153,16,South Africa,Pakistan,South Africa,7 wickets,Cape Town,"Jan 30, 2019",ODI # 4090
1154,1154,17,New Zealand,India,New Zealand,8 wickets,Hamilton,"Jan 31, 2019",ODI # 4091
1155,1155,18,New Zealand,India,India,35 runs,Wellington,"Feb 3, 2019",ODI # 4092
1156,1156,19,New Zealand,Bangladesh,New Zealand,8 wickets,Napier,"Feb 13, 2019",ODI # 4093
1157,1157,20,New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch,"Feb 16, 2019",ODI # 4094
1158,1158,21,New Zealand,Bangladesh,New Zealand,88 runs,Dunedin,"Feb 20, 2019",ODI # 4095
1159,1159,22,West Indies,England,England,6 wickets,Bridgetown,"Feb 20, 2019",ODI # 4096
1160,1160,23,West Indies,England,West Indies,26 runs,Bridgetown,"Feb 22, 2019",ODI # 4097
1161,1161,24,West Indies,England,no result,,St George's,"Feb 25, 2019",ODI # 4098
1162,1162,25,West Indies,England,England,29 runs,St George's,"Feb 27, 2019",ODI # 4099
1163,1163,26,Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,"Feb 28, 2019",ODI # 4100
1164,1164,27,Afghanistan,Ireland,no result,,Dehradun,"Mar 2, 2019",ODI # 4101
1165,1165,28,India,Australia,India,6 wickets,Hyderabad (Deccan),"Mar 2, 2019",ODI # 4102
1166,1166,29,West Indies,England,West Indies,7 wickets,Gros Islet,"Mar 2, 2019",ODI # 4103
1167,1167,30,South Africa,Sri Lanka,South Africa,8 wickets,Johannesburg,"Mar 3, 2019",ODI # 4104
1168,1168,31,Afghanistan,Ireland,Ireland,4 wickets,Dehradun,"Mar 5, 2019",ODI # 4105
1169,1169,32,India,Australia,India,8 runs,Nagpur,"Mar 5, 2019",ODI # 4106
1170,1170,33,South Africa,Sri Lanka,South Africa,113 runs,Centurion,"Mar 6, 2019",ODI # 4107
1171,1171,34,Afghanistan,Ireland,Afghanistan,109 runs,Dehradun,"Mar 8, 2019",ODI # 4108
1172,1172,35,India,Australia,Australia,32 runs,Ranchi,"Mar 8, 2019",ODI # 4109
1173,1173,36,Afghanistan,Ireland,Ireland,5 wickets,Dehradun,"Mar 10, 2019",ODI # 4110
1174,1174,37,India,Australia,Australia,4 wickets,Mohali,"Mar 10, 2019",ODI # 4111
1175,1175,38,South Africa,Sri Lanka,South Africa,71 runs,Durban,"Mar 10, 2019",ODI # 4112
1176,1176,39,India,Australia,Australia,35 runs,Delhi,"Mar 13, 2019",ODI # 4113
1177,1177,40,South Africa,Sri Lanka,South Africa,6 wickets,Port Elizabeth,"Mar 13, 2019",ODI # 4114
1178,1178,41,South Africa,Sri Lanka,South Africa,41 runs,Cape Town,"Mar 16, 2019",ODI # 4115
1179,1179,42,Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 22, 2019",ODI # 4116
1180,1180,43,Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 24, 2019",ODI # 4117
1181,1181,44,Australia,Pakistan,Australia,80 runs,Abu Dhabi,"Mar 27, 2019",ODI # 4118
1182,1182,45,Australia,Pakistan,Australia,6 runs,Dubai (DSC),"Mar 29, 2019",ODI # 4119
1183,1183,46,Australia,Pakistan,Australia,20 runs,Dubai (DSC),"Mar 31, 2019",ODI # 4120
1184,1184,47,Zimbabwe,U.A.E.,Zimbabwe,7 wickets,Harare,"Apr 10, 2019",ODI # 4121
1185,1185,48,Zimbabwe,U.A.E.,Zimbabwe,4 runs,Harare,"Apr 12, 2019",ODI # 4122
1186,1186,49,Zimbabwe,U.A.E.,Zimbabwe,131 runs,Harare,"Apr 14, 2019",ODI # 4123
1187,1187,50,Zimbabwe,U.A.E.,Zimbabwe,3 wickets,Harare,"Apr 16, 2019",ODI # 4124
1188,1188,51,Namibia,Oman,Namibia,145 runs,Windhoek,"Apr 27, 2019",ODI # 4125
1189,1189,52,P.N.G.,U.S.A.,P.N.G.,5 wickets,Windhoek,"Apr 27, 2019",ODI # 4126
1190,1190,53,Ireland,England,England,4 wickets,Dublin (Malahide),"May 3, 2019",ODI # 4127
1191,1191,54,Ireland,West Indies,West Indies,196 runs,Dublin,"May 5, 2019",ODI # 4128
1192,1192,55,Bangladesh,West Indies,Bangladesh,8 wickets,Dublin,"May 7, 2019",ODI # 4129
1193,1193,56,England,Pakistan,no result,,The Oval,"May 8, 2019",ODI # 4130
1194,1194,57,Scotland,Afghanistan,Afghanistan,2 runs,Edinburgh,"May 10, 2019",ODI # 4131
1195,1195,58,Ireland,West Indies,West Indies,5 wickets,Dublin (Malahide),"May 11, 2019",ODI # 4132
1196,1196,59,England,Pakistan,England,12 runs,Southampton,"May 11, 2019",ODI # 4133
1197,1197,60,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide),"May 13, 2019",ODI # 4134
1198,1198,61,England,Pakistan,England,6 wickets,Bristol,"May 14, 2019",ODI # 4135
1199,1199,62,Ireland,Bangladesh,Bangladesh,6 wickets,Dublin,"May 15, 2019",ODI # 4136
1200,1200,63,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide),"May 17, 2019",ODI # 4137
1201,1201,64,England,Pakistan,England,3 wickets,Nottingham,"May 17, 2019",ODI # 4138
1202,1202,65,Ireland,Afghanistan,Ireland,72 runs,Belfast,"May 19, 2019",ODI # 4139
1203,1203,66,England,Pakistan,England,54 runs,Leeds,"May 19, 2019",ODI # 4140
1204,1204,67,Ireland,Afghanistan,Afghanistan,126 runs,Belfast,"May 21, 2019",ODI # 4141
1205,1205,68,Scotland,Sri Lanka,Sri Lanka,35 runs,Edinburgh,"May 21, 2019",ODI # 4142
1206,1206,69,England,South Africa,England,104 runs,The Oval,"May 30, 2019",ODI # 4143
1207,1207,70,Pakistan,West Indies,West Indies,7 wickets,Nottingham,"May 31, 2019",ODI # 4144
1208,1208,71,New Zealand,Sri Lanka,New Zealand,10 wickets,Cardiff,"Jun 1, 2019",ODI # 4145
1209,1209,72,Afghanistan,Australia,Australia,7 wickets,Bristol,"Jun 1, 2019",ODI # 4146
1210,1210,73,Bangladesh,South Africa,Bangladesh,21 runs,The Oval,"Jun 2, 2019",ODI # 4147
1211,1211,74,England,Pakistan,Pakistan,14 runs,Nottingham,"Jun 3, 2019",ODI # 4148
1212,1212,75,Afghanistan,Sri Lanka,Sri Lanka,34 runs,Cardiff,"Jun 4, 2019",ODI # 4149
1213,1213,76,India,South Africa,India,6 wickets,Southampton,"Jun 5, 2019",ODI # 4150
1214,1214,77,Bangladesh,New Zealand,New Zealand,2 wickets,The Oval,"Jun 5, 2019",ODI # 4151
1215,1215,78,Australia,West Indies,Australia,15 runs,Nottingham,"Jun 6, 2019",ODI # 4152
1216,1216,79,England,Bangladesh,England,106 runs,Cardiff,"Jun 8, 2019",ODI # 4153
1217,1217,80,Afghanistan,New Zealand,New Zealand,7 wickets,Taunton,"Jun 8, 2019",ODI # 4154
1218,1218,81,Australia,India,India,36 runs,The Oval,"Jun 9, 2019",ODI # 4155
1219,1219,82,South Africa,West Indies,no result,,Southampton,"Jun 10, 2019",ODI # 4156
1220,1220,83,Australia,Pakistan,Australia,41 runs,Taunton,"Jun 12, 2019",ODI # 4157
1221,1221,84,England,West Indies,England,8 wickets,Southampton,"Jun 14, 2019",ODI # 4158
1222,1222,85,Australia,Sri Lanka,Australia,87 runs,The Oval,"Jun 15, 2019",ODI # 4159
1223,1223,86,Afghanistan,South Africa,South Africa,9 wickets,Cardiff,"Jun 15, 2019",ODI # 4160
1224,1224,87,India,Pakistan,India,89 runs,Manchester,"Jun 16, 2019",ODI # 4161
1225,1225,88,Bangladesh,West Indies,Bangladesh,7 wickets,Taunton,"Jun 17, 2019",ODI # 4162
1226,1226,89,England,Afghanistan,England,150 runs,Manchester,"Jun 18, 2019",ODI # 4163
1227,1227,90,Netherlands,Zimbabwe,Netherlands,7 wickets,Deventer,"Jun 19, 2019",ODI # 4164
1228,1228,91,New Zealand,South Africa,New Zealand,4 wickets,Birmingham,"Jun 19, 2019",ODI # 4165
1229,1229,92,Australia,Bangladesh,Australia,48 runs,Nottingham,"Jun 20, 2019",ODI # 4166
1230,1230,93,Netherlands,Zimbabwe,Netherlands,3 wickets,Deventer,"Jun 21, 2019",ODI # 4167
1231,1231,94,England,Sri Lanka,Sri Lanka,20 runs,Leeds,"Jun 21, 2019",ODI # 4168
1232,1232,95,Afghanistan,India,India,11 runs,Southampton,"Jun 22, 2019",ODI # 4169
1233,1233,96,New Zealand,West Indies,New Zealand,5 runs,Manchester,"Jun 22, 2019",ODI # 4170
1234,1234,97,Pakistan,South Africa,Pakistan,49 runs,Lord's,"Jun 23, 2019",ODI # 4171
1235,1235,98,Afghanistan,Bangladesh,Bangladesh,62 runs,Southampton,"Jun 24, 2019",ODI # 4172
1236,1236,99,England,Australia,Australia,64 runs,Lord's,"Jun 25, 2019",ODI # 4173
1237,1237,100,New Zealand,Pakistan,Pakistan,6 wickets,Birmingham,"Jun 26, 2019",ODI # 4174
1238,1238,101,India,West Indies,India,125 runs,Manchester,"Jun 27, 2019",ODI # 4175
1239,1239,102,South Africa,Sri Lanka,South Africa,9 wickets,Chester-le-Street,"Jun 28, 2019",ODI # 4176
1240,1240,103,Afghanistan,Pakistan,Pakistan,3 wickets,Leeds,"Jun 29, 2019",ODI # 4177
1241,1241,104,Australia,New Zealand,Australia,86 runs,Lord's,"Jun 29, 2019",ODI # 4178
1242,1242,105,England,India,England,31 runs,Birmingham,"Jun 30, 2019",ODI # 4179
1243,1243,106,Sri Lanka,West Indies,Sri Lanka,23 runs,Chester-le-Street,"Jul 1, 2019",ODI # 4180
1244,1244,107,Ireland,Zimbabwe,Ireland,4 wickets,Bready,"Jul 1, 2019",ODI # 4181
1245,1245,108,Bangladesh,India,India,28 runs,Birmingham,"Jul 2, 2019",ODI # 4182
1246,1246,109,England,New Zealand,England,119 runs,Chester-le-Street,"Jul 3, 2019",ODI # 4183
1247,1247,110,Afghanistan,West Indies,West Indies,23 runs,Leeds,"Jul 4, 2019",ODI # 4184
1248,1248,111,Ireland,Zimbabwe,Ireland,5 runs,Belfast,"Jul 4, 2019",ODI # 4185
1249,1249,112,Bangladesh,Pakistan,Pakistan,94 runs,Lord's,"Jul 5, 2019",ODI # 4186
1250,1250,113,India,Sri Lanka,India,7 wickets,Leeds,"Jul 6, 2019",ODI # 4187
1251,1251,114,Australia,South Africa,South Africa,10 runs,Manchester,"Jul 6, 2019",ODI # 4188
1252,1252,115,Ireland,Zimbabwe,Ireland,6 wickets,Belfast,"Jul 7, 2019",ODI # 4189
1253,1253,116,India,New Zealand,New Zealand,18 runs,Manchester,"Jul 9-10, 2019",ODI # 4190
1254,1254,117,England,Australia,England,8 wickets,Birmingham,"Jul 11, 2019",ODI # 4191
1255,1255,118,England,New Zealand,tied,,Lord's,"Jul 14, 2019",ODI # 4192
